Year,Profession,HourlyRate,Source,Region,Experience
2016.83,Legal Services,62.54,,,
2016.83,Legal Services,63.58,,,
2016.83,Legal Services,63.48,,,
2016.83,Legal Services,63.44,,,
2016.83,Legal Services,64.8,,,
2016.83,Legal Services,65.0,,,
2016.83,Legal Services,64.76,,,
2016.83,Marketing,31.74,,,
2016.83,Mobile Development,37.73,,,
2016.83,Mobile Development,37.24,,,
2016.83,Mobile Development,38.81,,,
2016.83,Mobile Development,38.94,,,
2016.83,Mobile Development,38.34,,,
2016.83,Mobile Development,37.27,,,
2016.83,Mobile Development,38.74,,,
2016.83,Mobile Development,38.88,,,
2016.83,Mobile Development,39.61,,,
2016.83,Mobile Development,40.41,,,
2016.83,Mobile Development,40.67,,,
2016.83,Mobile Development,40.59,,,
2016.83,Photography,26.87,,,
2016.83,Photography,26.76,,,
2016.83,Photography,26.48,,,
2016.83,Photography,26.41,,,
2016.83,Photography,26.7,,,
2016.83,Photography,26.56,,,
2016.83,Photography,27.52,,,
2016.83,Photography,27.23,,,
2016.83,Photography,27.19,,,
2016.83,Photography,28.13,,,
2016.83,Photography,27.57,,,
2016.83,Photography,28.0,,,
2016.83,Project Management,43.01,,,
2016.83,Project Management,42.45,,,
2016.83,Project Management,44.46,,,
2016.83,Project Management,42.91,,,
2016.83,Project Management,43.6,,,
2016.83,Project Management,42.93,,,
2016.83,Project Management,44.37,,,
2016.83,Project Management,43.6,,,
2016.83,Project Management,44.89,,,
2016.83,Project Management,45.0,,,
2016.83,Project Management,44.17,,,
2016.83,Project Management,44.99,,,
2016.83,SEO/SEM,26.73,,,
2016.83,SEO/SEM,27.13,,,
2016.83,SEO/SEM,27.03,,,
2016.83,SEO/SEM,27.87,,,
2016.83,SEO/SEM,27.47,,,
2016.83,SEO/SEM,27.34,,,
2016.83,SEO/SEM,27.97,,,
2016.83,SEO/SEM,28.04,,,
2016.83,SEO/SEM,28.35,,,
2016.83,SEO/SEM,28.85,,,
2016.83,SEO/SEM,28.59,,,
2016.83,SEO/SEM,28.69,,,
2016.83,Social Media Management,21.04,,,
2016.83,Social Media Management,21.42,,,
2016.83,Social Media Management,21.53,,,
2016.83,Social Media Management,20.94,,,
2016.83,Social Media Management,21.61,,,
2016.83,Social Media Management,21.46,,,
2016.83,Social Media Management,22.08,,,
2016.83,Social Media Management,22.3,,,
2016.83,Social Media Management,22.21,,,
2016.83,Social Media Management,22.1,,,
2016.83,Social Media Management,22.32,,,
2016.83,Social Media Management,22.8,,,
2016.83,Translation,23.21,,,
2016.83,Translation,23.34,,,
2016.83,Translation,23.37,,,
2016.83,Translation,23.63,,,
2016.83,Translation,23.2,,,
2016.83,Translation,23.75,,,
2016.83,Translation,23.43,,,
2016.83,Translation,24.02,,,
2016.83,Translation,23.99,,,
2016.83,Translation,23.69,,,
2016.83,Translation,23.46,,,
2016.83,Translation,24.09,,,
2016.83,UX/UI Design,34.08,,,
2016.83,Video Editing,28.35,,,
2016.83,Virtual Assistant,17.72,,,
2016.83,Voiceover,33.36,,,
2016.83,Web Development,37.76,,,
2016.83,Writing,22.53,,,
2016.92,3D Modeling,32.43,,,
2016.92,3D Modeling,32.27,,,
2016.92,3D Modeling,33.69,,,
2016.92,3D Modeling,33.45,,,
2016.92,3D Modeling,34.4,,,
2016.92,3D Modeling,34.43,,,
2016.92,3D Modeling,33.42,,,
2016.92,3D Modeling,35.07,,,
2016.92,3D Modeling,35.09,,,
2016.92,3D Modeling,35.98,,,
2016.92,3D Modeling,36.18,,,
2016.92,3D Modeling,35.36,,,
2016.92,AI/ML Development,50.34,,,
2016.92,AI/ML Development,51.59,,,
2016.92,AI/ML Development,50.29,,,
2016.92,AI/ML Development,51.81,,,
2016.92,AI/ML Development,53.57,,,
2016.92,AI/ML Development,52.12,,,
2016.92,AI/ML Development,53.2,,,
2016.92,AI/ML Development,55.03,,,
2016.92,AI/ML Development,55.71,,,
2016.92,AI/ML Development,58.78,,,
2016.92,AI/ML Development,54.5,,,
2016.92,AI/ML Development,57.67,,,
2016.92,Accounting,36.62,,,
2016.92,Accounting,36.31,,,
2016.92,Accounting,35.99,,,
2016.92,Accounting,37.65,,,
2016.92,Accounting,37.08,,,
2016.92,Accounting,37.5,,,
2016.92,Accounting,38.62,,,
2016.92,Accounting,37.51,,,
2016.92,Accounting,38.32,,,
2016.92,Accounting,38.17,,,
2016.92,Accounting,37.76,,,
2016.92,Accounting,37.58,,,
2016.92,Audio Production,29.92,,,
2016.92,Audio Production,31.17,,,
2016.92,Audio Production,30.74,,,
2016.92,Audio Production,29.93,,,
2016.92,Audio Production,31.01,,,
2016.92,Audio Production,31.39,,,
2016.92,Audio Production,30.97,,,
2016.92,Audio Production,30.8,,,
2016.92,Audio Production,31.37,,,
2016.92,Audio Production,31.79,,,
2016.92,Audio Production,31.38,,,
2016.92,Audio Production,32.24,,,
2016.92,Blockchain Development,63.95,,,
2016.92,Blockchain Development,63.89,,,
2016.92,Blockchain Development,62.68,,,
2016.92,Blockchain Development,64.2,,,
2016.92,Blockchain Development,63.44,,,
2016.92,Blockchain Development,62.7,,,
2016.92,Blockchain Development,68.17,,,
2016.92,Blockchain Development,68.18,,,
2016.92,Blockchain Development,72.8,,,
2016.92,Blockchain Development,66.15,,,
2016.92,Blockchain Development,70.34,,,
2016.92,Blockchain Development,72.72,,,
2016.92,Content Creation,18.9,,,
2016.92,Content Creation,19.1,,,
2016.92,Content Creation,19.2,,,
2016.92,Content Creation,19.62,,,
2016.92,Content Creation,19.87,,,
2016.92,Content Creation,19.53,,,
2016.92,Content Creation,19.52,,,
2016.92,Content Creation,19.96,,,
2016.92,Content Creation,19.99,,,
2016.92,Content Creation,20.44,,,
2016.92,Content Creation,19.98,,,
2016.92,Content Creation,20.1,,,
2016.92,Cybersecurity,56.22,,,
2016.92,Cybersecurity,56.73,,,
2016.92,Cybersecurity,56.37,,,
2016.92,Cybersecurity,58.79,,,
2016.92,Cybersecurity,56.9,,,
2016.92,Cybersecurity,57.41,,,
2016.92,Cybersecurity,59.48,,,
2016.92,Cybersecurity,59.8,,,
2016.92,Cybersecurity,60.07,,,
2016.92,Cybersecurity,60.03,,,
2016.92,Cybersecurity,62.3,,,
2016.92,Cybersecurity,63.16,,,
2016.92,Data Analysis,30.44,,,
2016.92,DevOps Engineering,44.17,,,
2016.92,DevOps Engineering,43.53,,,
2016.92,DevOps Engineering,43.33,,,
2016.92,DevOps Engineering,44.68,,,
2016.92,DevOps Engineering,47.29,,,
2016.92,DevOps Engineering,44.32,,,
2016.92,DevOps Engineering,44.7,,,
2016.92,DevOps Engineering,47.08,,,
2016.92,DevOps Engineering,47.09,,,
2016.92,DevOps Engineering,47.82,,,
2016.92,DevOps Engineering,47.27,,,
2016.92,DevOps Engineering,47.82,,,
2016.92,Graphic Design,25.51,,,
2016.92,Legal Services,62.66,,,
2016.92,Legal Services,63.56,,,
2016.92,Legal Services,62.82,,,
2016.92,Legal Services,62.94,,,
2016.92,Legal Services,63.32,,,
2016.92,Legal Services,64.32,,,
2016.92,Legal Services,64.1,,,
2016.92,Legal Services,64.02,,,
2016.92,Legal Services,64.04,,,
2016.92,Legal Services,63.7,,,
2016.92,Legal Services,64.43,,,
2016.92,Legal Services,63.6,,,
2016.92,Marketing,32.17,,,
2016.92,Mobile Development,37.35,,,
2016.92,Mobile Development,37.59,,,
2016.92,Mobile Development,38.7,,,
2016.92,Mobile Development,38.24,,,
2016.92,Mobile Development,39.06,,,
2016.92,Mobile Development,39.21,,,
2016.92,Mobile Development,40.72,,,
2016.92,Mobile Development,39.99,,,
2016.92,Mobile Development,39.97,,,
2016.92,Mobile Development,40.62,,,
2016.92,Mobile Development,40.91,,,
2016.92,Mobile Development,40.48,,,
2016.92,Photography,26.52,,,
2016.92,Photography,25.89,,,
2016.92,Photography,26.52,,,
2016.92,Photography,27.33,,,
2016.92,Photography,26.94,,,
2016.92,Photography,27.38,,,
2016.92,Photography,26.05,,,
2016.92,Photography,27.17,,,
2016.92,Photography,27.43,,,
2016.92,Photography,27.09,,,
2016.92,Photography,27.24,,,
2016.92,Photography,28.27,,,
2016.92,Project Management,43.27,,,
2016.92,Project Management,42.93,,,
2016.92,Project Management,43.47,,,
2016.92,Project Management,43.13,,,
2016.92,Project Management,44.07,,,
2016.92,Project Management,44.01,,,
2016.92,Project Management,45.29,,,
2016.92,Project Management,44.55,,,
2016.92,Project Management,46.06,,,
2016.92,Project Management,45.21,,,
2016.92,Project Management,45.37,,,
2016.92,Project Management,44.54,,,
2016.92,SEO/SEM,26.81,,,
2016.92,SEO/SEM,27.31,,,
2016.92,SEO/SEM,27.45,,,
2016.92,SEO/SEM,27.32,,,
2016.92,SEO/SEM,27.88,,,
2016.92,SEO/SEM,27.64,,,
2016.92,SEO/SEM,27.92,,,
2016.92,SEO/SEM,28.3,,,
2016.92,SEO/SEM,29.47,,,
2016.92,SEO/SEM,28.76,,,
2016.92,SEO/SEM,28.71,,,
2016.92,SEO/SEM,29.07,,,
2016.92,Social Media Management,21.43,,,
2016.92,Social Media Management,21.71,,,
2016.92,Social Media Management,21.29,,,
2016.92,Social Media Management,21.72,,,
2016.92,Social Media Management,22.58,,,
2016.92,Social Media Management,22.01,,,
2016.92,Social Media Management,22.11,,,
2016.92,Social Media Management,22.02,,,
2016.92,Social Media Management,22.68,,,
2016.92,Social Media Management,22.29,,,
2016.92,Social Media Management,23.16,,,
2016.92,Social Media Management,23.07,,,
2016.92,Translation,22.98,,,
2016.92,Translation,23.25,,,
2016.92,Translation,23.06,,,
2016.92,Translation,23.33,,,
2016.92,Translation,23.8,,,
2016.92,Translation,23.64,,,
2016.92,Translation,24.02,,,
2016.92,Translation,23.48,,,
2016.92,Translation,24.12,,,
2016.92,Translation,24.41,,,
2016.92,Translation,23.83,,,
2016.92,Translation,24.26,,,
2016.92,UX/UI Design,34.02,,,
2016.92,Video Editing,28.77,,,
2016.92,Virtual Assistant,17.44,,,
2016.92,Voiceover,33.56,,,
2016.92,Web Development,38.07,,,
2016.92,Writing,22.82,,,
2017.0,3D Modeling,33.47,,,
2017.0,3D Modeling,33.08,,,
2017.0,3D Modeling,35.27,,,
2017.0,3D Modeling,34.32,,,
2017.0,3D Modeling,34.87,,,
2017.0,3D Modeling,35.47,,,
2017.0,3D Modeling,34.78,,,
2017.0,3D Modeling,35.28,,,
2017.0,3D Modeling,35.47,,,
2017.0,3D Modeling,36.0,,,
2017.0,3D Modeling,35.41,,,
2017.0,3D Modeling,36.51,,,
2017.0,AI/ML Development,52.88,,,
2017.0,AI/ML Development,53.37,,,
2017.0,AI/ML Development,51.74,,,
2017.0,AI/ML Development,52.77,,,
2017.0,AI/ML Development,50.65,,,
2017.0,AI/ML Development,52.16,,,
2017.0,AI/ML Development,54.25,,,
2017.0,AI/ML Development,54.44,,,
2017.0,AI/ML Development,53.99,,,
2017.0,AI/ML Development,54.8,,,
2017.0,AI/ML Development,57.81,,,
2017.0,AI/ML Development,58.57,,,
2017.0,AI/ML Development,35.0,Market Research 2017,,
2017.0,Accounting,36.02,,,
2017.0,Accounting,37.27,,,
2017.0,Accounting,36.88,,,
2017.0,Accounting,37.46,,,
2017.0,Accounting,36.95,,,
2017.0,Accounting,37.67,,,
2017.0,Accounting,38.02,,,
2017.0,Accounting,38.28,,,
2017.0,Accounting,38.29,,,
2017.0,Accounting,37.77,,,
2017.0,Accounting,38.27,,,
2017.0,Accounting,39.17,,,
2017.0,Audio Production,30.52,,,
2017.0,Audio Production,30.94,,,
2017.0,Audio Production,30.71,,,
2017.0,Audio Production,31.05,,,
2017.0,Audio Production,30.51,,,
2017.0,Audio Production,31.69,,,
2017.0,Audio Production,30.61,,,
2017.0,Audio Production,32.08,,,
2017.0,Audio Production,32.08,,,
2017.0,Audio Production,31.77,,,
2017.0,Audio Production,30.35,,,
2017.0,Audio Production,31.7,,,
2017.0,Blockchain Development,61.58,,,
2017.0,Blockchain Development,64.39,,,
2017.0,Blockchain Development,63.11,,,
2017.0,Blockchain Development,64.5,,,
2017.0,Blockchain Development,65.56,,,
2017.0,Blockchain Development,69.06,,,
2017.0,Blockchain Development,68.02,,,
2017.0,Blockchain Development,69.2,,,
2017.0,Blockchain Development,68.83,,,
2017.0,Blockchain Development,71.73,,,
2017.0,Blockchain Development,69.69,,,
2017.0,Blockchain Development,70.58,,,
2017.0,Blockchain Development,42.0,Market Research 2017,,
2017.0,Content Creation,19.37,,,
2017.0,Content Creation,19.54,,,
2017.0,Content Creation,19.03,,,
2017.0,Content Creation,19.61,,,
2017.0,Content Creation,19.26,,,
2017.0,Content Creation,19.62,,,
2017.0,Content Creation,19.83,,,
2017.0,Content Creation,19.51,,,
2017.0,Content Creation,20.17,,,
2017.0,Content Creation,19.96,,,
2017.0,Content Creation,20.32,,,
2017.0,Content Creation,19.93,,,
2017.0,Cybersecurity,57.49,,,
2017.0,Cybersecurity,55.68,,,
2017.0,Cybersecurity,56.32,,,
2017.0,Cybersecurity,57.94,,,
2017.0,Cybersecurity,59.13,,,
2017.0,Cybersecurity,58.26,,,
2017.0,Cybersecurity,58.62,,,
2017.0,Cybersecurity,59.41,,,
2017.0,Cybersecurity,58.94,,,
2017.0,Cybersecurity,61.07,,,
2017.0,Cybersecurity,61.76,,,
2017.0,Cybersecurity,61.75,,,
2017.0,Cybersecurity,38.0,Market Research 2017,,
2017.0,Data Analysis,30.38,,,
2017.0,DevOps Engineering,44.04,,,
2017.0,DevOps Engineering,46.2,,,
2017.0,DevOps Engineering,46.12,,,
2017.0,DevOps Engineering,45.21,,,
2017.0,DevOps Engineering,46.22,,,
2017.0,DevOps Engineering,47.1,,,
2017.0,DevOps Engineering,46.05,,,
2017.0,DevOps Engineering,47.99,,,
2017.0,DevOps Engineering,48.61,,,
2017.0,DevOps Engineering,50.08,,,
2017.0,DevOps Engineering,48.88,,,
2017.0,DevOps Engineering,49.26,,,
2017.0,Graphic Design,25.61,,,
2017.0,Legal Services,62.97,,,
2017.0,Legal Services,62.76,,,
2017.0,Legal Services,62.64,,,
2017.0,Legal Services,63.46,,,
2017.0,Legal Services,63.92,,,
2017.0,Legal Services,63.14,,,
2017.0,Legal Services,64.24,,,
2017.0,Legal Services,64.33,,,
2017.0,Legal Services,64.44,,,
2017.0,Legal Services,64.72,,,
2017.0,Legal Services,65.3,,,
2017.0,Legal Services,64.54,,,
2017.0,Marketing,32.61,,,
2017.0,Mobile Development,37.75,,,
2017.0,Mobile Development,38.24,,,
2017.0,Mobile Development,38.87,,,
2017.0,Mobile Development,39.36,,,
2017.0,Mobile Development,39.17,,,
2017.0,Mobile Development,39.33,,,
2017.0,Mobile Development,38.78,,,
2017.0,Mobile Development,39.89,,,
2017.0,Mobile Development,40.06,,,
2017.0,Mobile Development,40.92,,,
2017.0,Mobile Development,40.85,,,
2017.0,Mobile Development,40.97,,,
2017.0,Photography,26.66,,,
2017.0,Photography,26.74,,,
2017.0,Photography,26.67,,,
2017.0,Photography,27.37,,,
2017.0,Photography,26.96,,,
2017.0,Photography,27.05,,,
2017.0,Photography,27.98,,,
2017.0,Photography,27.59,,,
2017.0,Photography,27.63,,,
2017.0,Photography,28.25,,,
2017.0,Photography,27.8,,,
2017.0,Photography,28.46,,,
2017.0,Project Management,42.82,,,
2017.0,Project Management,44.27,,,
2017.0,Project Management,43.85,,,
2017.0,Project Management,43.39,,,
2017.0,Project Management,44.42,,,
2017.0,Project Management,44.1,,,
2017.0,Project Management,44.17,,,
2017.0,Project Management,45.42,,,
2017.0,Project Management,45.8,,,
2017.0,Project Management,45.71,,,
2017.0,Project Management,46.38,,,
2017.0,Project Management,45.18,,,
2017.0,SEO/SEM,27.0,,,
2017.0,SEO/SEM,27.51,,,
2017.0,SEO/SEM,27.67,,,
2017.0,SEO/SEM,28.59,,,
2017.0,SEO/SEM,27.58,,,
2017.0,SEO/SEM,28.15,,,
2017.0,SEO/SEM,27.56,,,
2017.0,SEO/SEM,28.42,,,
2017.0,SEO/SEM,28.1,,,
2017.0,SEO/SEM,29.67,,,
2017.0,SEO/SEM,28.73,,,
2017.0,SEO/SEM,28.44,,,
2017.0,Social Media Management,21.06,,,
2017.0,Social Media Management,21.62,,,
2017.0,Social Media Management,21.2,,,
2017.0,Social Media Management,22.0,,,
2017.0,Social Media Management,22.23,,,
2017.0,Social Media Management,22.47,,,
2017.0,Social Media Management,21.98,,,
2017.0,Social Media Management,22.54,,,
2017.0,Social Media Management,22.92,,,
2017.0,Social Media Management,22.51,,,
2017.0,Social Media Management,23.1,,,
2017.0,Social Media Management,23.28,,,
2017.0,Translation,23.37,,,
2017.0,Translation,23.2,,,
2017.0,Translation,23.81,,,
2017.0,Translation,23.87,,,
2017.0,Translation,23.19,,,
2017.0,Translation,23.33,,,
2017.0,Translation,24.15,,,
2017.0,Translation,23.74,,,
2017.0,Translation,24.33,,,
2017.0,Translation,24.22,,,
2017.0,Translation,24.17,,,
2017.0,Translation,24.57,,,
2017.0,UX/UI Design,33.96,,,
2017.0,Video Editing,29.18,,,
2017.0,Virtual Assistant,17.16,,,
2017.0,Voiceover,33.76,,,
2017.0,Web Development,38.38,,,
2017.0,Writing,23.1,,,
2017.08,3D Modeling,33.18,,,
2017.08,3D Modeling,33.87,,,
2017.08,3D Modeling,34.34,,,
2017.08,3D Modeling,34.86,,,
2017.08,3D Modeling,34.19,,,
2017.08,3D Modeling,34.11,,,
2017.08,3D Modeling,35.44,,,
2017.08,3D Modeling,35.05,,,
2017.08,3D Modeling,35.52,,,
2017.08,3D Modeling,35.47,,,
2017.08,3D Modeling,35.35,,,
2017.08,3D Modeling,35.39,,,
2017.08,AI/ML Development,51.34,,,
2017.08,AI/ML Development,51.73,,,
2017.08,AI/ML Development,52.45,,,
2017.08,AI/ML Development,52.38,,,
2017.08,AI/ML Development,55.17,,,
2017.08,AI/ML Development,54.44,,,
2017.08,AI/ML Development,56.2,,,
2017.08,AI/ML Development,55.52,,,
2017.08,AI/ML Development,57.07,,,
2017.08,AI/ML Development,56.16,,,
2017.08,AI/ML Development,57.71,,,
2017.08,AI/ML Development,55.33,,,
2017.08,Accounting,37.38,,,
2017.08,Accounting,37.21,,,
2017.08,Accounting,36.7,,,
2017.08,Accounting,37.31,,,
2017.08,Accounting,38.25,,,
2017.08,Accounting,38.93,,,
2017.08,Accounting,37.88,,,
2017.08,Accounting,38.65,,,
2017.08,Accounting,38.13,,,
2017.08,Accounting,38.52,,,
2017.08,Accounting,38.4,,,
2017.08,Accounting,38.83,,,
2017.08,Audio Production,29.98,,,
2017.08,Audio Production,30.5,,,
2017.08,Audio Production,31.01,,,
2017.08,Audio Production,30.21,,,
2017.08,Audio Production,30.67,,,
2017.08,Audio Production,32.03,,,
2017.08,Audio Production,31.34,,,
2017.08,Audio Production,30.94,,,
2017.08,Audio Production,31.64,,,
2017.08,Audio Production,31.41,,,
2017.08,Audio Production,32.39,,,
2017.08,Audio Production,32.41,,,
2017.08,Blockchain Development,62.86,,,
2017.08,Blockchain Development,65.34,,,
2017.08,Blockchain Development,67.76,,,
2017.08,Blockchain Development,64.44,,,
2017.08,Blockchain Development,65.71,,,
2017.08,Blockchain Development,66.57,,,
2017.08,Blockchain Development,67.72,,,
2017.08,Blockchain Development,68.49,,,
2017.08,Blockchain Development,69.2,,,
2017.08,Blockchain Development,70.1,,,
2017.08,Blockchain Development,69.33,,,
2017.08,Blockchain Development,70.36,,,
2017.08,Content Creation,19.26,,,
2017.08,Content Creation,19.34,,,
2017.08,Content Creation,19.64,,,
2017.08,Content Creation,19.34,,,
2017.08,Content Creation,19.57,,,
2017.08,Content Creation,19.99,,,
2017.08,Content Creation,20.05,,,
2017.08,Content Creation,19.7,,,
2017.08,Content Creation,20.07,,,
2017.08,Content Creation,20.14,,,
2017.08,Content Creation,19.96,,,
2017.08,Content Creation,19.91,,,
2017.08,Cybersecurity,57.93,,,
2017.08,Cybersecurity,58.0,,,
2017.08,Cybersecurity,57.82,,,
2017.08,Cybersecurity,57.07,,,
2017.08,Cybersecurity,57.23,,,
2017.08,Cybersecurity,60.1,,,
2017.08,Cybersecurity,59.38,,,
2017.08,Cybersecurity,60.85,,,
2017.08,Cybersecurity,62.74,,,
2017.08,Cybersecurity,61.12,,,
2017.08,Cybersecurity,61.84,,,
2017.08,Cybersecurity,62.0,,,
2017.08,Data Analysis,30.91,,,
2017.08,DevOps Engineering,45.3,,,
2017.08,DevOps Engineering,45.29,,,
2017.08,DevOps Engineering,44.81,,,
2017.08,DevOps Engineering,46.48,,,
2017.08,DevOps Engineering,44.78,,,
2017.08,DevOps Engineering,47.55,,,
2017.08,DevOps Engineering,45.66,,,
2017.08,DevOps Engineering,48.85,,,
2017.08,DevOps Engineering,47.61,,,
2017.08,DevOps Engineering,48.54,,,
2017.08,DevOps Engineering,46.95,,,
2017.08,DevOps Engineering,50.41,,,
2017.08,Graphic Design,25.67,,,
2017.08,Legal Services,62.53,,,
2017.08,Legal Services,63.09,,,
2017.08,Legal Services,63.74,,,
2017.08,Legal Services,62.76,,,
2017.08,Legal Services,63.74,,,
2017.08,Legal Services,63.92,,,
2017.08,Legal Services,64.35,,,
2017.08,Legal Services,63.74,,,
2017.08,Legal Services,63.53,,,
2017.08,Legal Services,65.58,,,
2017.08,Legal Services,65.29,,,
2017.08,Legal Services,64.85,,,
2017.08,Marketing,32.32,,,
2017.08,Mobile Development,38.21,,,
2017.08,Mobile Development,38.41,,,
2017.08,Mobile Development,39.24,,,
2017.08,Mobile Development,38.37,,,
2017.08,Mobile Development,38.41,,,
2017.08,Mobile Development,40.43,,,
2017.08,Mobile Development,40.08,,,
2017.08,Mobile Development,41.35,,,
2017.08,Mobile Development,40.84,,,
2017.08,Mobile Development,41.32,,,
2017.08,Mobile Development,41.52,,,
2017.08,Mobile Development,41.59,,,
2017.08,Photography,27.16,,,
2017.08,Photography,26.9,,,
2017.08,Photography,27.36,,,
2017.08,Photography,27.83,,,
2017.08,Photography,27.68,,,
2017.08,Photography,27.9,,,
2017.08,Photography,27.72,,,
2017.08,Photography,28.51,,,
2017.08,Photography,28.04,,,
2017.08,Photography,28.04,,,
2017.08,Photography,28.15,,,
2017.08,Photography,28.57,,,
2017.08,Project Management,43.63,,,
2017.08,Project Management,43.21,,,
2017.08,Project Management,44.33,,,
2017.08,Project Management,43.38,,,
2017.08,Project Management,44.27,,,
2017.08,Project Management,44.01,,,
2017.08,Project Management,43.99,,,
2017.08,Project Management,46.16,,,
2017.08,Project Management,45.25,,,
2017.08,Project Management,45.67,,,
2017.08,Project Management,45.65,,,
2017.08,Project Management,47.52,,,
2017.08,SEO/SEM,27.51,,,
2017.08,SEO/SEM,26.86,,,
2017.08,SEO/SEM,28.41,,,
2017.08,SEO/SEM,28.43,,,
2017.08,SEO/SEM,28.17,,,
2017.08,SEO/SEM,28.23,,,
2017.08,SEO/SEM,27.99,,,
2017.08,SEO/SEM,28.54,,,
2017.08,SEO/SEM,28.85,,,
2017.08,SEO/SEM,29.3,,,
2017.08,SEO/SEM,29.6,,,
2017.08,SEO/SEM,29.69,,,
2017.08,Social Media Management,21.13,,,
2017.08,Social Media Management,22.35,,,
